acctnum	gender	state	zip
28830	F	NY	11355
28831	F	NY	10021
28832	F	MA	01950
28833	F	NY	11379
28834	M	NJ	07928
28835	F	MD	21102
28836	F	NY	11234
28837	F	MD	21043
28838	M	NY	10462
28839	M	NJ	07305
28840	F	NJ	07662
28841	F	MA	02726
28842	M	MA	01730
28843	M	NJ	08757
28844	F	NH	03235
28845	F	MA	01852
28846	F	NY	11764
28847	F	NJ	08260
28848	M	PA	19320
28849	M	MA	02790
28850	M	PA	19335
28851	F	MA	02184
28852	F	NY	11003
28853	F	NY	11023
28854	M	NJ	07666
28855	F	NY	11020
28856	F	MD	21215
28857	F	NY	10463
28858	F	MD	20601
28859	M	NJ	07024
28860	M	MA	01453
28861	M	NY	10566
28862	M	NY	11769
28863	F	NY	11729
28864	F	PA	15110
28865	F	VI	00851
28866	F	NJ	07442
28867	M	PA	16365
28868	M	NJ	08733
28869	M	NJ	08107
28870	M	NJ	07060
28871	M	NY	10605
28872	F	NJ	08889
28873	F	NY	10011
28874	F	NY	11375
28875	F	NY	10950
28876	F	NY	11230
28877	F	CT	06258
28878	M	NJ	07092
28879	F	NY	11423
28880	M	PA	15001
28881	M	CT	06516
28882	F	PA	19073
28883	F	NY	11230
28884	F	NJ	07737
28885	F	PA	19152
28886	M	NY	11795
28887	F	PA	19106
28888	F	NJ	08540
28889	M	NY	11204
28890	F	MA	01803
28891	F	NJ	07009
28892	F	PA	19134
28893	F	NJ	07760
28894	F	NY	10523
28895	M	NJ	08837
28896	F	PA	19075
28897	F	NJ	07013
28898	M	NY	11704
28899	F	NY	11577
28900	F	MD	21237
28901	F	MD	21136
28902	M	NY	11373
28903	M	NJ	07403
28904	F	NJ	07470
28905	M	DE	19706
28906	F	PA	19087
28907	M	NJ	07012
28908	M	PA	19154
28909	M	ME	04051
28910	F	NY	14564
28911	F	NJ	07010
28912	F	NY	11224
28913	F	NY	10983
28914	F	MA	01844
28915	M	NJ	08310
28916	M	NY	10603
28917	F	NY	11570
28918	F	NY	10901
28919	F	NJ	07726
28920	M	MA	02124
28921	F	NY	11434
28922	M	NY	11103
28923	F	MD	21046
28924	F	PA	16055
28925	F	PA	15061
28926	F	CT	06108
28927	M	MD	21234
28928	F	NY	11706
28929	F	NY	11746
28930	F	CT	06468
28931	F	MD	20882
28932	F	NJ	07009
28933	F	PA	18704
28934	M	PA	18466
28935	F	NJ	08060
28936	F	MD	20853
28937	M	MD	20785
28938	F	NY	10128
28939	F	PA	16679
28940	F	NJ	07410
28941	M	NY	10027
28942	F	NJ	07652
28943	F	MD	21225
28944	M	MA	01095
28945	F	MA	01826
28946	F	MD	21155
28947	M	CT	06430
28948	F	MD	20850
28949	M	CT	06052
28950	M	MA	02159
28951	M	VT	05774
28952	F	NY	11788
28953	F	NJ	07067
28954	F	NJ	07035
28955	F	MA	01701
28956	M	NJ	08837
28957	M	NY	11725
28958	F	NY	14072
28959	F	PA	19363
28960	M	PA	19428
28961	F	NY	11575
28962	M	NY	11566
28963	F	NY	10028
28964	M	NJ	08030
28965	M	NJ	07019
28966	F	NY	14487
28967	F	NY	12520
28968	M	NJ	07092
28969	M	NH	03102
28970	F	PA	15143
28971	F	PA	15314
28972	F	PA	19006
28973	F	PA	17404
28974	M	MA	01867
28975	F	NY	11751
28976	F	NJ	07922
28977	F	NJ	08817
28978	M	NY	11598
28979	F	MD	21228
28980	M	CT	06430
28981	M	NY	10467
28982	F	NJ	07016
28983	F	NH	03049
28984	M	NY	11510
28985	F	CT	06490
28986	F	PA	19312
28987	F	NJ	07470
28988	M	NJ	07847
28989	F	NY	12159
28990	F	NJ	08733
28991	M	CT	06026
28992	M	NJ	07760
28993	M	MA	02194
28994	F	PA	19124
28995	F	NY	14075
28996	F	NJ	07052
28997	M	CT	06385
28998	M	DC	20019
28999	M	NY	10977
29000	F	NY	11221
29001	F	NY	11210
29002	F	NY	10538
29003	F	NY	11379
29004	M	MD	20724
29005	F	NY	11697
29006	F	MA	01844
29007	M	NY	11572
29008	F	PA	15110
29009	M	NJ	07068
29010	M	NY	12010
29011	F	PA	17109
29012	F	NJ	08854
29013	F	PA	18201
29014	F	PA	16105
29015	F	MD	21206
29016	M	PA	17070
29017	F	PA	18964
29018	F	MA	02135
29019	M	NJ	07045
29020	F	MA	02192
29021	M	NY	11572
29022	M	NY	10029
29023	F	PA	15237
29024	M	NY	11791
29025	F	MD	21040
29026	F	NY	11205
29027	M	NJ	08057
29028	M	MD	20882
29029	F	NY	11561
29030	F	PA	15233
29031	F	MD	20639
29032	F	NY	12804
29033	M	NJ	08701
29034	F	PA	16701
29035	M	MD	21157
29036	M	NJ	07083
29037	M	MA	02171
29038	F	MD	20878
29039	F	PA	17584
29040	F	MA	01368
29041	M	NY	10530
29042	F	NY	11518
29043	F	PA	15208
29044	F	NJ	08876
29045	M	MA	02188
29046	F	MD	21204
29047	F	NJ	07203
29048	F	NJ	07621
29049	F	NY	11590
29050	M	NJ	07652
29051	M	PA	17601
29052	F	DE	19703
29053	F	PA	18042
29054	F	NJ	08857
29055	M	NY	14304
29056	F	MA	02191
29057	F	PA	17603
29058	M	NY	10014
29059	F	PA	19134
29060	F	NY	10952
29061	F	MA	01056
29062	F	NY	11509
29063	F	ME	04005
29064	F	NY	11772
29065	F	CT	06025
29066	F	NY	11727
29067	F	NY	13219
29068	F	PA	15202
29069	F	MA	02161
29070	F	NJ	07922
29071	F	NJ	08070
29072	F	NJ	08873
29073	M	MA	01056
29074	F	NY	11752
29075	M	NY	11219
29076	F	NY	11763
29077	F	NJ	08638
29078	F	NY	11229
29079	F	MA	02032
29080	F	DE	19805
29081	F	CT	06033
29082	F	NY	11725
29083	F	CT	06460
29084	M	CT	06109
29085	F	RI	02885
29086	F	NH	03431
29087	F	PA	19008
29088	F	CT	06484
29089	M	DE	19805
29090	F	NJ	07032
29091	F	PA	19015
29092	M	NJ	08053
29093	F	NJ	07446
29094	F	NY	10017
29095	F	CT	06237
29096	F	NY	10017
29097	M	NY	14883
29098	M	NY	11701
29099	M	PA	19530
29100	M	NY	11360
29101	M	MA	02130
29102	M	NY	11705
29103	M	PA	19067
29104	F	MA	01201
29105	F	PA	18954
29106	F	NY	11220
29107	F	NY	10010
29108	M	NY	14534
29109	F	MD	20815
29110	M	NY	12603
29111	F	MD	20912
29112	F	PA	19078
29113	F	DE	19807
29114	F	NJ	07660
29115	F	NJ	08736
29116	M	CT	06109
29117	M	NY	11754
29118	F	NJ	08075
29119	M	NY	11357
29120	F	NJ	07042
29121	F	NY	11434
29122	F	NY	11968
29123	F	MA	02338
29124	F	PA	15042
29125	F	NY	13076
29126	F	NJ	07728
29127	F	NJ	07701
29128	F	MD	21146
29129	F	NY	11361
29130	F	CT	06831
29131	M	RI	02879
29132	F	MA	01036
29133	F	MD	20777
29134	F	NY	11776
29135	F	MA	01550
29136	F	NY	11756
29137	M	DE	19711
29138	F	NY	11758
29139	F	NY	11776
29140	M	PA	15954
29141	M	NJ	07034
29142	F	NJ	07013
29143	F	PA	18049
29144	F	MA	01876
29145	M	MA	01887
29146	F	MD	20772
29147	F	NY	11023
29148	F	MD	21228
29149	F	PA	19031
29150	M	PA	19446
29151	F	NJ	07024
29152	F	MA	02151
29153	M	CT	06877
29154	F	NY	14618
29155	F	PA	18104
29156	M	MD	21225
29157	M	NJ	07026
29158	F	MD	21060
29159	F	PA	17517
29160	F	NY	10021
29161	F	NY	10930
29162	M	NY	11570
29163	F	NY	10994
29164	F	NY	10309
29165	F	NY	10977
29166	F	NJ	08008
29167	M	NJ	07739
29168	F	NJ	07444
29169	F	PA	19006
29170	F	NY	10510
29171	F	NJ	08822
29172	M	PA	19083
29173	M	NY	10510
29174	F	NY	12438
29175	F	NJ	07739
29176	F	NY	11743
29177	F	DE	19810
29178	F	NJ	07834
29179	M	DE	19934
29180	F	MA	02090
29181	F	PA	19124
29182	F	NY	11565
29183	F	PA	18347
29184	M	MD	20817
29185	F	NY	11020
29186	F	NJ	08043
29187	F	MA	01843
29188	F	NY	10468
29189	F	NJ	08550
29190	M	NY	10543
29191	M	PA	19565
29192	M	CT	06460
29193	M	NY	11229
29194	F	MD	21050
29195	F	NJ	07666
29196	F	NY	14838
29197	F	NJ	08406
29198	F	NY	10950
29199	F	NJ	07410
29200	F	NY	10038
29201	F	PA	17745
29202	F	NJ	07092
29203	F	NJ	07874
29204	F	MA	02330
29205	F	MA	01060
29206	M	NJ	08753
29207	F	MD	21227
29208	F	PA	19444
29209	F	ME	04268
29210	M	PA	18901
29211	F	MD	21050
29212	M	NY	11520
29213	M	NJ	07305
29214	M	NJ	08035
29215	M	NJ	07470
29216	F	NJ	07090
29217	F	NY	12020
29218	F	CT	06460
29219	M	NY	11236
29220	F	DC	20003
29221	F	NY	11530
29222	F	MA	01453
29223	F	CT	06098
29224	F	NJ	07090
29225	F	NY	11793
29226	F	NY	10552
29227	F	MD	20781
29228	F	NJ	07712
29229	M	NY	11716
29230	M	NY	11369
29231	M	NY	12484
29232	M	NY	13081
29233	F	NY	10021
29234	F	DC	20003
29235	M	NY	10710
29236	M	NY	10301
29237	F	MA	01876
29238	F	MA	01945
29239	M	CT	06070
29240	F	CT	06850
29241	F	NY	11021
29242	M	PA	18954
29243	F	NY	11374
29244	F	NY	14004
29245	F	MA	01810
29246	F	CT	06416
29247	F	NY	10028
29248	F	NY	11772
29249	M	NY	11783
29250	F	MA	02169
29251	F	NY	10538
29252	F	PA	15234
29253	F	MA	02657
29254	M	MD	20815
29255	F	NH	03110
29256	F	NJ	08559
29257	M	MA	02632
29258	F	NJ	07060
29259	F	MA	02114
29260	M	VI	00820
29261	M	NJ	07206
29262	F	NY	11023
29263	M	NY	11803
29264	F	NJ	08876
29265	F	PA	19090
29266	F	NY	11753
29267	F	ME	04444
29268	F	NJ	07424
29269	F	NY	11234
29270	M	NY	11753
29271	F	NY	12211
29272	F	MA	01824
29273	M	NY	10017
29274	M	NY	11767
29275	M	NJ	08085
29276	F	MA	02653
29277	F	NJ	07052
29278	F	NJ	08701
29279	M	NY	10301
29280	F	NH	03060
29281	F	NY	12204
29282	F	PA	19107
29283	M	NY	10003
29284	M	NY	11427
29285	M	NY	11364
29286	M	CT	06905
29287	F	NJ	07068
29288	M	NY	14068
29289	M	NY	11580
29290	M	NY	10025
29291	F	PA	17602
29292	F	NJ	07711
29293	M	PA	18201
29294	M	MD	20906
29295	M	NY	11717
29296	F	RI	02883
29297	M	PA	18519
29298	M	NY	12901
29299	F	NY	14225
29300	F	NY	10528
29301	M	NY	10017
29302	F	NY	11501
29303	F	PA	17236
29304	M	MA	02675
29305	F	NY	10016
29306	F	NJ	07444
29307	F	NJ	08054
29308	M	PA	19006
29309	F	PA	15642
29310	F	NJ	08876
29311	M	NY	14221
29312	F	MA	01095
29313	F	NJ	08758
29314	F	NY	11576
29315	F	MD	21206
29316	F	MA	02360
29317	F	NY	10025
29318	F	NJ	08731
29319	M	MA	02152
29320	F	NH	03885
29321	F	NY	10002
29322	F	NJ	08833
29323	F	NH	03079
29324	F	NY	11375
29325	F	PA	19111
29326	M	NJ	07040
29327	F	NJ	08003
29328	M	NJ	07035
29329	F	PA	16059
29330	F	ME	03902
29331	F	NJ	07481
29332	F	MD	21012
29333	F	PA	19001
29334	M	NJ	07675
29335	F	MD	21074
29336	F	PA	19103
29337	F	NJ	07040
29338	F	NJ	07013
29339	F	NY	11411
29340	M	NJ	08837
29341	M	NY	10562
29342	M	MD	21093
29343	M	NY	10570
29344	M	PA	19362
29345	F	NJ	08505
29346	F	PA	19543
29347	M	PA	15601
29348	M	NJ	07753
29349	F	PA	19317
29350	M	PA	17055
29351	F	NH	03820
29352	F	NY	13212
29353	F	NY	11206
29354	M	NY	10701
29355	F	PA	19135
29356	F	NY	11421
29357	M	MA	02072
29358	M	CT	06040
29359	F	NJ	07450
29360	F	NY	11803
29361	F	MD	21216
29362	F	NY	11362
29363	F	MD	20910
29364	M	NY	11235
29365	F	MD	21210
29366	M	NY	11435
29367	M	NY	10965
29368	F	PA	19134
29369	M	NY	11435
29370	F	NJ	07110
29371	F	NY	11561
29372	F	NY	14132
29373	F	NJ	08755
29374	M	NY	14216
29375	F	NY	10312
29376	F	NJ	08001
29377	M	PA	15003
29378	F	NY	10469
29379	M	NY	11696
29380	M	RI	02904
29381	F	NY	11369
29382	F	NY	11205
29383	F	CT	06897
29384	F	NJ	07701
29385	M	NJ	08084
29386	F	NJ	08850
29387	F	NY	10705
29388	F	NJ	07090
29389	F	PA	19406
29390	F	NJ	07733
29391	M	VA	20164
29392	M	NJ	07042
29393	M	NJ	07060
29394	F	NY	11803
29395	F	NJ	07652
29396	F	NY	13420
29397	F	NY	10710
29398	F	MA	01930
29399	F	NY	10703
29400	F	MD	21028
29401	M	NY	11762
29402	F	MD	21236
29403	M	MA	02359
29404	F	DE	19901
29405	F	NY	11590
29406	F	PA	19114
29407	M	NJ	07631
29408	F	NY	11793
29409	F	MA	02172
29410	F	PA	19138
29411	M	NY	10704
29412	F	PA	19116
29413	M	DE	19808
29414	F	PA	19015
29415	M	PA	17304
29416	F	NY	10040
29417	F	MA	01106
29418	F	NY	11743
29419	F	NJ	07023
29420	F	NY	14075
29421	F	PA	19134
29422	F	MD	20906
29423	M	PA	15601
29424	F	PA	19114
29425	F	MD	20708
29426	F	MD	21225
29427	F	MA	02178
29428	M	NJ	07645
29429	M	NY	11721
29430	M	PA	16001
29431	F	MD	20657
29432	F	MD	20904
29433	M	NY	11790
29434	F	MD	20639
29435	F	NY	14612
29436	F	MA	02178
29437	F	NY	11706
29438	M	DC	20016
29439	F	NJ	08204
29440	F	NY	11577
29441	M	NJ	07022
29442	F	NJ	08759
29443	F	PA	15241
29444	F	NJ	08555
29445	F	VT	05030
29446	F	NY	13413
29447	M	PA	19607
29448	M	DE	19803
29449	M	NY	11940
29450	F	NJ	07032
29451	F	NJ	08628
29452	M	PA	17737
29453	F	NY	11961
29454	F	NY	10901
29455	F	MD	20854
29456	M	NJ	07203
29457	F	NY	11355
29458	F	PA	19047
29459	F	PA	15765
29460	F	MD	21209
29461	M	NY	11413
29462	F	ME	04736
29463	F	NY	12180
29464	F	PA	18042
29465	M	PA	17701
29466	F	NJ	07869
29467	M	NJ	08854
29468	F	PA	18360
29469	M	NJ	07924
29470	F	NJ	08052
29471	M	DC	20015
29472	F	MA	02136
29473	M	MD	21214
29474	F	NJ	07009
29475	F	NY	12065
29476	M	NJ	07730
29477	F	NY	11566
29478	F	PA	17601
29479	M	NY	10314
29480	F	MD	21136
29481	M	MD	21219
29482	F	NJ	07662
29483	M	MA	01020
29484	F	NJ	08902
29485	M	NY	12211
29486	F	NY	10021
29487	F	NY	13862
29488	M	NY	10024
29489	F	MA	02062
29490	F	MD	21133
29491	M	NY	11561
29492	F	CT	06787
29493	M	MA	01850
29494	F	PA	19006
29495	F	NY	12551
29496	M	NY	11725
29497	M	NJ	07013
29498	F	NY	10301
29499	M	PA	19119
29500	M	NY	11356
29501	F	PA	16509
29502	M	PA	19006
29503	F	NJ	07002
29504	F	NY	11378
29505	F	NY	11763
29506	M	PA	16117
29507	F	NY	11714
29508	M	NJ	07003
29509	F	PA	18503
29510	M	NY	11510
29511	M	MD	21218
29512	F	DE	19703
29513	F	NJ	07305
29514	F	PA	17325
29515	F	NY	11229
29516	F	NY	11423
29517	M	PA	19094
29518	F	NY	11784
29519	F	CT	06002
29520	F	PA	15205
29521	M	NY	10003
29522	F	NJ	07734
29523	M	NY	10019
29524	M	NY	11758
29525	F	NY	11710
29526	M	NY	10003
29527	F	NY	11360
29528	M	NY	11561
29529	F	NY	11710
29530	M	ME	04087
29531	F	NY	10598
29532	F	NJ	08245
29533	M	NJ	07014
29534	F	NJ	07055
29535	F	NY	12306
29536	F	NY	11215
29537	F	NY	11566
29538	F	ME	04077
29539	F	NJ	08701
29540	M	NJ	08054
29541	M	NY	11385
29542	F	NY	11216
29543	M	NY	10309
29544	F	NY	11762
29545	F	NJ	07981
29546	M	NJ	07110
29547	M	PA	19118
29548	M	NY	10710
29549	M	MD	21014
29550	M	PA	19126
29551	F	PA	18201
29552	F	NY	11209
29553	M	NJ	08820
29554	F	MD	21205
29555	F	MA	02021
29556	M	PA	15236
29557	F	NY	10304
29558	M	PA	19117
29559	M	NJ	07843
29560	F	NY	11791
29561	F	NJ	07305
29562	F	NJ	07762
29563	F	NY	11207
29564	F	MA	01566
29565	F	CT	06790
29566	M	NJ	07405
29567	M	NY	13850
29568	F	NJ	07607
29569	F	PA	19454
29570	F	NY	14865
29571	F	PA	19126
29572	F	PA	15102
29573	F	NY	14075
29574	F	MA	01545
29575	F	NJ	07825
29576	F	NY	14450
29577	F	DC	20002
29578	F	PA	17022
29579	F	PA	15205
29580	F	NJ	08822
29581	F	NJ	07753
29582	F	NY	11545
29583	F	PA	18052
29584	F	NJ	08724
29585	F	NJ	08343
29586	M	NY	10023
29587	M	NY	10710
29588	M	MD	20714
29589	F	NY	11542
29590	F	NJ	07024
29591	F	PA	19018
29592	F	NY	14227
29593	M	NY	10312
29594	F	MA	02119
29595	F	CT	06410
29596	F	NY	11235
29597	F	NY	11969
29598	M	NY	10028
29599	F	PA	19333
29600	M	NY	11234
29601	F	MA	01440
29602	F	CT	06226
29603	F	MA	02181
29604	F	MA	02061
29605	F	NJ	07042
29606	F	NY	11791
29607	M	PA	19047
29608	M	NY	10032
29609	F	CT	06759
29610	M	PA	19128
29611	F	NY	11706
29612	F	NJ	08854
29613	M	CT	06478
29614	M	NY	14624
29615	F	NJ	07083
29616	M	DC	20011
29617	F	NY	14127
29618	F	RI	02889
29619	M	NJ	07460
29620	M	NY	10566
29621	F	NY	11413
29622	F	NJ	07871
29623	F	NJ	07204
29624	M	PA	17543
29625	M	PA	19087
29626	M	MA	01748
29627	F	NY	11763
29628	F	MA	01604
29629	M	NJ	07701
29630	F	NJ	08501
29631	M	NY	10308
29632	F	NY	10024
29633	F	DE	19703
29634	M	MD	21234
29635	F	NJ	07733
29636	M	NJ	07726
29637	F	MD	20816
29638	M	PA	16001
29639	F	PA	16059
29640	M	PA	18960
29641	F	PA	19002
29642	F	NY	11596
29643	F	PA	19053
29644	M	NY	11554
29645	F	DE	19709
29646	M	NY	10705
29647	M	NY	11980
29648	F	PA	16505
29649	F	NY	11364
29650	M	NY	10023
29651	F	NY	12051
29652	M	NY	11358
29653	M	NY	10010
29654	F	NJ	08732
29655	F	MD	21203
29656	F	NY	11426
29657	F	NJ	07044
29658	F	NY	11758
29659	F	NY	11758
29660	M	NY	12047
29661	M	NY	11788
29662	F	MA	01108
29663	F	PA	19144
29664	F	NY	11374
29665	F	PA	19317
29666	F	MD	20772
29667	F	PA	15001
29668	F	PA	19010
29669	F	NJ	07076
29670	M	NJ	07733
29671	F	NY	11358
29672	F	NJ	07502
29673	M	PA	18350
29674	F	NY	11769
29675	M	PA	19066
29676	F	PA	19335
29677	F	NJ	07046
29678	M	PA	18974
29679	M	MA	01747
29680	F	CT	06759
29681	F	PA	15120
29682	M	MD	20853
29683	M	NY	10033
29684	F	NY	11373
29685	M	NJ	07039
29686	F	CT	06484
29687	F	NY	10931
29688	F	PA	19103
29689	F	CT	06032
29690	F	MD	21042
29691	M	NY	10701
29692	F	NY	12814
29693	M	PA	18977
29694	F	NY	10302
29695	F	NY	11230
29696	F	MD	21133
29697	M	MD	21037
29698	M	PA	17551
29699	F	RI	02885
29700	F	NY	14171
29701	M	PA	19137
29702	F	NY	10462
29703	F	NJ	08753
29704	F	ME	04102
29705	F	NJ	08008
29706	M	NY	10952
29707	M	NY	10314
29708	F	NY	12561
29709	M	PA	15205
29710	F	NJ	08087
29711	M	PA	19144
29712	M	NJ	08872
29713	F	NY	11787
29714	M	NJ	08107
29715	F	NJ	08332
29716	F	DC	20016
29717	M	MA	01776
29718	F	PA	19151
29719	F	NY	11545
29720	F	MD	20895
29721	M	MD	21057
29722	F	NY	10509
29723	F	NY	10028
29724	F	MA	02633
29725	F	NY	11714
29726	F	NJ	08759
29727	M	PA	19317
29728	F	MD	21234
29729	F	PA	19087
29730	F	NJ	07652
29731	F	NY	14094
29732	F	NY	10019
29733	F	PA	17055
29734	F	MD	21045
29735	F	NJ	08310
29736	F	MA	02122
29737	M	PA	19403
29738	F	PA	19134
29739	F	PA	18974
29740	F	PA	17018
29741	F	NJ	07874
29742	M	NY	11204
29743	M	MA	02125
29744	F	CT	06511
29745	M	NJ	07621
29746	F	NJ	08876
29747	F	NY	14211
29748	F	PA	17941
29749	F	NJ	08210
29750	M	MD	21093
29751	F	CT	06266
29752	F	NH	03867
29753	F	NY	12083
29754	F	MD	21104
29755	M	CT	06473
29756	F	NJ	07018
29757	F	NY	14052
29758	F	MD	21234
29759	F	NJ	07920
29760	F	NY	11801
29761	F	NY	10462
29762	F	CT	06488
29763	F	NY	10463
29764	F	NY	11234
29765	F	NJ	07041
29766	M	MD	21014
29767	F	NY	11780
29768	M	MD	21001
29769	F	CT	06026
29770	F	MA	02675
29771	F	NY	11204
29772	F	NY	11229
29773	F	MA	01960
29774	F	NJ	08854
29775	F	PA	15003
29776	F	NY	11219
29777	M	MA	02148
29778	M	PA	19010
29779	M	NY	11787
29780	F	NY	11590
29781	F	MD	21227
29782	F	NJ	07753
29783	F	CT	06488
29784	M	NJ	08360
29785	M	MD	21087
29786	F	CT	06804
29787	M	NY	12072
29788	F	PA	18052
29789	M	NY	10468
29790	M	MA	01906
29791	F	PA	18436
29792	F	NJ	08080
29793	M	NY	10708
29794	F	NY	11434
29795	F	NJ	07417
29796	F	MD	20678
29797	F	NY	10001
29798	F	NY	13053
29799	F	NY	11753
29800	F	NY	11735
29801	F	NJ	07006
29802	F	PA	19344
29803	M	NJ	07003
29804	F	MA	01906
29805	M	CT	06010
29806	F	NJ	08638
29807	F	NY	11801
29808	F	NY	10914
29809	F	NY	14526
29810	F	NJ	07039
29811	F	DE	19939
29812	F	PA	19063
29813	F	MA	01834
29814	F	PA	19083
29815	F	MD	21221
29816	M	NY	13160
29817	M	CT	06810
29818	F	PA	19154
29819	M	NY	11010
29820	F	NY	10471
29821	F	MA	01890
29822	F	NY	10510
29823	F	DC	20016
29824	M	PA	17036
29825	F	NJ	08690
29826	F	MA	02655
29827	F	NY	14211
29828	F	NJ	08226
29829	F	NJ	07421
29830	M	NY	14850
29831	F	NY	10040
29832	F	NJ	07724
29833	F	DE	19807
29834	M	NY	10314
29835	F	NJ	08030
29836	F	NY	10607
29837	M	NY	10607
29838	M	MD	21047
29839	F	PA	16232
29840	F	NJ	08034
29841	F	MD	21222
29842	F	DE	19703
29843	M	NY	12804
29844	M	NY	14150
29845	M	NJ	07003
29846	M	PA	19446
29847	F	NY	11746
29848	F	NY	11768
29849	F	NJ	08502
29850	F	NJ	07701
29851	F	PA	18337
29852	F	MA	02194
29853	F	CT	06851
29854	M	NY	10901
29855	M	CT	06437
29856	M	NJ	08003
29857	F	PA	17110
29858	F	NY	13021
29859	F	PA	19053
29860	F	PA	17404
29861	F	NY	10024
29862	F	NY	10914
29863	F	PA	16354
29864	M	PA	18966
29865	M	MD	21114
29866	M	NJ	07417
29867	F	PA	19002
29868	F	PA	19426
29869	F	NY	11203
29870	F	NY	11226
29871	M	PA	18661
29872	F	NY	11691
29873	M	MA	01742
29874	F	CT	06074
29875	F	PA	19130
29876	F	NY	14502
29877	M	CT	06029
29878	M	NY	11385
29879	M	PA	18940
29880	M	NJ	08054
29881	F	MA	01776
29882	F	NJ	08527
29883	F	NY	10021
29884	F	PA	16143
29885	F	NY	11735
29886	M	NY	11364
29887	M	NY	11733
29888	F	NY	14305
29889	M	NY	13045
29890	F	CT	06403
29891	F	NH	03304
29892	F	NY	14804
29893	M	MA	02131
29894	F	NJ	07006
29895	M	NJ	08043
29896	F	NY	10591
29897	F	MD	21234
29898	M	NJ	08021
29899	M	MA	02146
29900	M	NY	11421
29901	F	MA	02649
29902	F	NY	11224
29903	F	NY	10701
29904	M	NJ	07417
29905	F	NJ	07045
29906	F	NY	11704
29907	F	NY	11530
29908	F	MA	01824
29909	F	MA	01915
29910	F	PA	15223
29911	M	MA	02532
29912	M	RI	02919
29913	F	PA	19534
29914	M	MA	01960
29915	F	NY	11580
29916	F	NJ	08701
29917	F	NJ	08053
29918	F	NY	10956
29919	F	NH	03287
29920	F	CT	06416
29921	F	NY	12524
29922	F	MA	01440
29923	F	MD	21087
29924	F	NY	10543
29925	F	CT	06037
29926	F	NY	10024
29927	F	NY	11223
29928	M	MD	21057
29929	F	NJ	07042
29930	F	NJ	08540
29931	F	DE	19711
29932	F	PA	19301
29933	F	MD	20878
29934	F	NJ	08502
29935	F	NJ	08070
29936	M	PA	19141
29937	F	NJ	08534
29938	F	MD	21061
29939	M	NY	10005
29940	F	CT	06016
29941	M	CT	06497
29942	M	NY	11105
29943	M	PA	17315
29944	F	PA	17603
29945	F	PA	19103
29946	F	CT	06111
29947	F	NJ	07603
29948	F	PA	19149
29949	F	CT	06415
29950	F	NY	11003
29951	M	NY	13624
29952	F	NY	11436
29953	F	PA	19380
29954	F	NY	10703
29955	M	NY	11566
29956	M	PA	17356
29957	M	NY	10523
29958	M	NJ	08055
29959	F	NY	10591
29960	M	MA	02633
29961	F	NJ	08867
29962	M	PA	17033
29963	M	CT	06810
29964	M	NJ	07470
29965	F	PA	19133
29966	F	NY	11510
29967	M	NJ	08502
29968	F	PA	15202
29969	F	NY	11231
29970	M	PA	17109
29971	M	NY	11001
29972	M	NH	03867
29973	F	CT	06277
29974	M	MA	02025
29975	F	NJ	07470
29976	F	CT	06001
29977	M	NY	10022
29978	F	NY	11414
29979	F	MA	02382
29980	F	NY	11428
29981	F	NJ	07407
29982	M	PA	15146
29983	F	NJ	07950
29984	F	NY	11580
29985	F	CT	06098
29986	M	NY	11793
29987	M	NY	10928
29988	M	NJ	08088
29989	F	NY	10019
29990	F	NY	11375
29991	M	NJ	08003
29992	M	MA	02194
29993	F	NJ	07936
29994	F	NY	14150
29995	F	PA	19111
29996	F	PA	16509
29997	F	NY	14618
29998	F	NY	12589
29999	F	NY	12865
30000	F	NY	11561
30001	M	NJ	07012
30002	M	PA	19335
30003	F	MD	21045
30004	F	NY	11559
30005	F	PA	19018
30006	F	CT	06053
30007	F	NY	11758
30008	F	NJ	07410
30009	F	MA	02174
30010	F	NY	11366
30011	F	NY	10553
30012	F	NY	11509
30013	F	MA	02174
30014	F	NJ	08075
30015	M	DE	19810
30016	M	NJ	08619
30017	F	NY	12601
30018	M	CT	06109
30019	M	PA	19103
30020	F	MA	02791
30021	M	NJ	07405
30022	F	MD	21207
30023	F	NJ	08401
30024	M	MD	21044
30025	M	NJ	07871
30026	M	MD	21227
30027	F	NY	13212
30028	F	PA	19086
30029	M	NY	10536
30030	F	PA	19138
30031	M	PA	17320
30032	F	NY	11106
30033	M	MD	20854
30034	F	NJ	07042
30035	F	MD	20706
30036	M	NY	10707
30037	F	NH	03745
30038	F	RI	02860
30039	F	DC	20016
30040	M	CT	06840
30041	M	PA	16001
30042	M	NJ	08648
30043	F	NJ	07928
30044	M	NY	10018
30045	F	NJ	08002
30046	F	NY	11572
30047	F	NJ	08723
30048	M	NJ	07946
30049	M	NY	10301
30050	M	NY	11364
30051	M	MA	02368
30052	F	MA	01970
30053	F	NJ	08003
30054	M	NJ	07010
30055	F	NY	11787
30056	F	NY	10028
30057	M	VT	05091
30058	M	NJ	07666
30059	F	PA	17349
30060	M	NY	10607
30061	M	NY	10463
30062	M	NY	10605
30063	F	PA	19341
30064	M	NY	11021
30065	M	PA	19446
30066	F	PA	18840
30067	F	NY	12065
30068	M	CT	06419
30069	F	PA	19124
30070	F	NY	11953
30071	M	MA	02066
30072	F	MD	20659
30073	F	NY	11510
30074	F	PA	19078
30075	F	NY	11234
30076	F	NY	13797
